Date,Open,High,Low,Close,Volume,Change
2019-10-18,3453,4488,3453,4489,2385,
2019-10-21,5833,5833,5833,5833,1858,0.2993985297393629
2019-10-22,7574,7574,7574,7575,6563,0.29864563689353685
2019-10-23,9819,9819,9490,9819,89947,0.2962376237623763
2019-10-24,11221,12721,11125,12721,205643,0.2955494449536613
2019-10-25,14752,16494,14752,16494,38942,0.2965961795456331
2019-10-28,0,0,0,16494,0,0.0
2019-10-29,21427,21427,13156,13834,974821,-0.1612707651267128
2019-10-30,14075,17219,12430,15236,1116585,0.10134451351742091
2019-10-31,14801,17896,13350,13979,620535,-0.08250196902074036
2019-11-01,14510,15236,13350,13592,169834,-0.027684383718434846
2019-11-04,13543,13543,11898,12092,103828,-0.11035903472630959
2019-11-05,11898,11947,10157,10303,122333,-0.1479490572279193
2019-11-06,10157,11657,10012,10593,130653,0.028147141609240034
2019-11-07,10689,10786,9722,9819,47008,-0.0730671197960917
2019-11-08,9867,11318,9673,10061,220864,0.024646094306955968
2019-11-11,10012,10447,9722,10061,84930,0.0
2019-11-12,10205,10254,9673,10158,109586,0.0096411887486334
2019-11-13,10205,10447,9770,10158,124240,0.0
2019-11-14,10205,10205,9915,10206,74335,0.004725339633786074
2019-11-15,10447,12382,10254,10496,911868,0.028414658044287666
2019-11-18,12624,12769,10738,11077,350891,0.05535442073170738
2019-11-19,10883,11076,10109,10641,170401,-0.03936083777195987
2019-11-20,10883,11221,9867,10061,104331,-0.054506155436519155
2019-11-21,9819,10109,9451,9490,48036,-0.056753801808965276
2019-11-22,9354,9528,8706,8813,54909,-0.07133825079030554
2019-11-25,8890,8929,8754,8794,19930,-0.0021559060478838488
2019-11-26,8774,8803,8425,8668,34410,-0.014327950875597018
2019-11-27,8638,8832,8445,8445,23474,-0.025726811259806137
2019-11-28,8667,8667,8164,8184,18860,-0.030905861456483108
2019-11-29,8203,8261,7971,8039,10084,-0.017717497556207218
2019-12-02,8029,8455,7671,7904,29625,-0.01679313347431277
2019-12-03,8010,10254,7787,10254,408850,0.2973178137651822
2019-12-04,10786,11608,8803,8832,723115,-0.13867758923346984
2019-12-05,8561,8706,7864,7933,115936,-0.1017889492753623
2019-12-06,8010,10254,7855,8445,682370,0.06454052691289558
2019-12-09,9093,9257,8290,8407,113689,-0.004499703966844293
2019-12-10,8445,10883,8445,9132,906068,0.08623765909361247
2019-12-11,9335,11221,9054,10545,1104170,0.15473061760841
2019-12-12,10496,10738,9964,10013,212820,-0.05045045045045049
2019-12-13,10641,11657,10205,11657,767760,0.1641865574752821
2019-12-16,12817,14946,12237,14704,2138358,0.26138800720597066
